FileName,Idx,Type,Time,Lat,Long,Elev,Desc
new-track-11817-42526-pm.gpx,0,TrackPoint,2017-11-08 22:37:04,30.473213,-90.992626,24.0,
new-track-11817-42526-pm.gpx,1,TrackPoint,2017-11-08 22:37:05,30.473205,-90.992594,5.0,
new-track-11817-42526-pm.gpx,2,TrackPoint,2017-11-08 22:37:10,30.473216,-90.992552,35.0,
new-track-11817-42526-pm.gpx,3,TrackPoint,2017-11-08 22:37:19,30.473196,-90.992498,8.0,
new-track-11817-42526-pm.gpx,4,TrackPoint,2017-11-08 22:37:34,30.473137,-90.992536,2.0,
new-track-11817-42526-pm.gpx,5,TrackPoint,2017-11-08 22:37:49,30.47302,-90.992751,-1.0,
new-track-11817-42526-pm.gpx,6,TrackPoint,2017-11-08 22:37:50,30.473,-90.992776,-1.0,
new-track-11817-42526-pm.gpx,7,TrackPoint,2017-11-08 22:37:51,30.472967,-90.992773,-1.0,
new-track-11817-42526-pm.gpx,8,TrackPoint,2017-11-08 22:37:52,30.472959,-90.992814,-2.0,
new-track-11817-42526-pm.gpx,9,TrackPoint,2017-11-08 22:37:54,30.472937,-90.992859,-3.0,
new-track-11817-42526-pm.gpx,10,TrackPoint,2017-11-08 22:38:12,30.472882,-90.992901,-10.0,
new-track-11817-42526-pm.gpx,11,TrackPoint,2017-11-08 22:38:20,30.472857,-90.992893,-7.0,
new-track-11817-42526-pm.gpx,12,TrackPoint,2017-11-08 22:38:26,30.472829,-90.992913,-8.0,
new-track-11817-42526-pm.gpx,13,TrackPoint,2017-11-08 22:38:37,30.4728,-90.992917,-12.0,
new-track-11817-42526-pm.gpx,14,TrackPoint,2017-11-08 22:38:48,30.472652,-90.992769,-15.0,
new-track-11817-42526-pm.gpx,15,TrackPoint,2017-11-08 22:39:05,30.472664,-90.992822,-20.0,
new-track-11817-42526-pm.gpx,16,TrackPoint,2017-11-08 22:39:15,30.472624,-90.99294,-14.0,
new-track-11817-42526-pm.gpx,17,TrackPoint,2017-11-08 22:39:23,30.472572,-90.993038,-15.0,
new-track-11817-42526-pm.gpx,18,TrackPoint,2017-11-08 22:39:31,30.472537,-90.993056,-13.0,
new-track-11817-42526-pm.gpx,19,TrackPoint,2017-11-08 22:39:37,30.472514,-90.993034,-13.0,
new-track-11817-42526-pm.gpx,20,TrackPoint,2017-11-08 22:39:42,30.472479,-90.993053,-12.0,
new-track-11817-42526-pm.gpx,21,TrackPoint,2017-11-08 22:39:51,30.472442,-90.993097,-15.0,
new-track-11817-42526-pm.gpx,22,TrackPoint,2017-11-08 22:39:58,30.472441,-90.993188,-14.0,
new-track-11817-42526-pm.gpx,23,TrackPoint,2017-11-08 22:40:04,30.472412,-90.993206,-17.0,
new-track-11817-42526-pm.gpx,24,TrackPoint,2017-11-08 22:40:20,30.472288,-90.993203,-16.0,
