FileName,Idx,Type,Time,Lat,Long,Elev,Desc
new-track-11717-32746-pm.gpx,0,TrackPoint,2017-11-07 21:28:22,30.476137,-90.988052,-12.0,
new-track-11717-32746-pm.gpx,1,TrackPoint,2017-11-07 21:28:34,30.476176,-90.98812,-18.0,
new-track-11717-32746-pm.gpx,2,TrackPoint,2017-11-07 21:28:40,30.476153,-90.988111,-19.0,
new-track-11717-32746-pm.gpx,3,TrackPoint,2017-11-07 21:29:00,30.476134,-90.988133,-23.0,
new-track-11717-32746-pm.gpx,4,TrackPoint,2017-11-07 21:29:15,30.476117,-90.98811,-16.0,
new-track-11717-32746-pm.gpx,5,TrackPoint,2017-11-07 21:31:05,30.476094,-90.98816,-4.0,
new-track-11717-32746-pm.gpx,6,TrackPoint,2017-11-07 21:31:22,30.476077,-90.988137,-4.0,
new-track-11717-32746-pm.gpx,7,TrackPoint,2017-11-07 21:31:55,30.476118,-90.988104,-8.0,
new-track-11717-32746-pm.gpx,8,TrackPoint,2017-11-07 21:31:59,30.476148,-90.988101,-7.0,
new-track-11717-32746-pm.gpx,9,TrackPoint,2017-11-07 21:32:08,30.476264,-90.988184,-8.0,
new-track-11717-32746-pm.gpx,10,TrackPoint,2017-11-07 21:32:19,30.476299,-90.988243,-6.0,
new-track-11717-32746-pm.gpx,11,TrackPoint,2017-11-07 21:32:26,30.476374,-90.988248,-8.0,
new-track-11717-32746-pm.gpx,12,TrackPoint,2017-11-07 21:32:37,30.476474,-90.988324,-12.0,
new-track-11717-32746-pm.gpx,13,TrackPoint,2017-11-07 21:32:42,30.476494,-90.988375,-10.0,
new-track-11717-32746-pm.gpx,14,TrackPoint,2017-11-07 21:32:49,30.476538,-90.988429,-14.0,
new-track-11717-32746-pm.gpx,15,TrackPoint,2017-11-07 21:32:55,30.476543,-90.988529,-15.0,
new-track-11717-32746-pm.gpx,16,TrackPoint,2017-11-07 21:33:00,30.476576,-90.988557,-14.0,
new-track-11717-32746-pm.gpx,17,TrackPoint,2017-11-07 21:33:06,30.476593,-90.988608,-16.0,
new-track-11717-32746-pm.gpx,18,TrackPoint,2017-11-07 21:33:12,30.476636,-90.988625,-18.0,
new-track-11717-32746-pm.gpx,19,TrackPoint,2017-11-07 21:33:15,30.476701,-90.988635,-19.0,
new-track-11717-32746-pm.gpx,20,TrackPoint,2017-11-07 21:33:16,30.476729,-90.988632,-19.0,
new-track-11717-32746-pm.gpx,21,TrackPoint,2017-11-07 21:33:23,30.476854,-90.988636,-19.0,
new-track-11717-32746-pm.gpx,22,TrackPoint,2017-11-07 21:33:33,30.476873,-90.988774,-19.0,
new-track-11717-32746-pm.gpx,23,TrackPoint,2017-11-07 21:33:39,30.476807,-90.988831,-21.0,
new-track-11717-32746-pm.gpx,24,TrackPoint,2017-11-07 21:33:45,30.476796,-90.988928,-22.0,
new-track-11717-32746-pm.gpx,25,TrackPoint,2017-11-07 21:33:57,30.476806,-90.989063,-22.0,
new-track-11717-32746-pm.gpx,26,TrackPoint,2017-11-07 21:34:08,30.476778,-90.989212,-18.0,
new-track-11717-32746-pm.gpx,27,TrackPoint,2017-11-07 21:34:14,30.476745,-90.989284,-18.0,
new-track-11717-32746-pm.gpx,28,TrackPoint,2017-11-07 21:34:24,30.476678,-90.989299,-17.0,
new-track-11717-32746-pm.gpx,29,TrackPoint,2017-11-07 21:34:29,30.476626,-90.989369,-11.0,
new-track-11717-32746-pm.gpx,30,TrackPoint,2017-11-07 21:34:31,30.476618,-90.989422,-11.0,
new-track-11717-32746-pm.gpx,31,TrackPoint,2017-11-07 21:34:37,30.476632,-90.989494,-16.0,
new-track-11717-32746-pm.gpx,32,TrackPoint,2017-11-07 21:34:42,30.476651,-90.989509,-14.0,
new-track-11717-32746-pm.gpx,33,TrackPoint,2017-11-07 21:35:09,30.476612,-90.989546,-10.0,
new-track-11717-32746-pm.gpx,34,TrackPoint,2017-11-07 21:35:10,30.476614,-90.989572,-13.0,
new-track-11717-32746-pm.gpx,35,TrackPoint,2017-11-07 21:35:15,30.476681,-90.989666,-12.0,
new-track-11717-32746-pm.gpx,36,TrackPoint,2017-11-07 21:35:26,30.476735,-90.989785,-13.0,
new-track-11717-32746-pm.gpx,37,TrackPoint,2017-11-07 21:35:28,30.476754,-90.989796,-13.0,
new-track-11717-32746-pm.gpx,38,TrackPoint,2017-11-07 21:35:33,30.4768,-90.989802,-11.0,
new-track-11717-32746-pm.gpx,39,TrackPoint,2017-11-07 21:35:37,30.476859,-90.989835,-10.0,
new-track-11717-32746-pm.gpx,40,TrackPoint,2017-11-07 21:35:41,30.476934,-90.98991,-10.0,
new-track-11717-32746-pm.gpx,41,TrackPoint,2017-11-07 21:35:42,30.476942,-90.989924,-10.0,
new-track-11717-32746-pm.gpx,42,TrackPoint,2017-11-07 21:35:46,30.476953,-90.989977,-8.0,
new-track-11717-32746-pm.gpx,43,TrackPoint,2017-11-07 21:35:46,30.47697,-90.989986,-10.0,
new-track-11717-32746-pm.gpx,44,TrackPoint,2017-11-07 21:35:51,30.47695,-90.990002,-10.0,
new-track-11717-32746-pm.gpx,45,TrackPoint,2017-11-07 21:35:56,30.476937,-90.99006,-10.0,
new-track-11717-32746-pm.gpx,46,TrackPoint,2017-11-07 21:35:59,30.476957,-90.990103,-10.0,
new-track-11717-32746-pm.gpx,47,TrackPoint,2017-11-07 21:36:05,30.477003,-90.990132,-10.0,
new-track-11717-32746-pm.gpx,48,TrackPoint,2017-11-07 21:36:09,30.47702,-90.990183,-10.0,
new-track-11717-32746-pm.gpx,49,TrackPoint,2017-11-07 21:36:13,30.477006,-90.990215,-10.0,
new-track-11717-32746-pm.gpx,50,TrackPoint,2017-11-07 21:36:21,30.477005,-90.990246,-8.0,
new-track-11717-32746-pm.gpx,51,TrackPoint,2017-11-07 21:36:46,30.476972,-90.990313,-11.0,
new-track-11717-32746-pm.gpx,52,TrackPoint,2017-11-07 21:36:51,30.476909,-90.990359,-11.0,
new-track-11717-32746-pm.gpx,53,TrackPoint,2017-11-07 21:36:59,30.47688,-90.99042,-15.0,
new-track-11717-32746-pm.gpx,54,TrackPoint,2017-11-07 21:37:03,30.476841,-90.990463,-14.0,
new-track-11717-32746-pm.gpx,55,TrackPoint,2017-11-07 21:37:11,30.476726,-90.990419,-8.0,
new-track-11717-32746-pm.gpx,56,TrackPoint,2017-11-07 21:37:15,30.476682,-90.99043,-8.0,
new-track-11717-32746-pm.gpx,57,TrackPoint,2017-11-07 21:37:19,30.476617,-90.990467,-8.0,
new-track-11717-32746-pm.gpx,58,TrackPoint,2017-11-07 21:37:23,30.476561,-90.990469,-8.0,
new-track-11717-32746-pm.gpx,59,TrackPoint,2017-11-07 21:37:29,30.476503,-90.990497,-8.0,
new-track-11717-32746-pm.gpx,60,TrackPoint,2017-11-07 21:37:39,30.476401,-90.990502,-9.0,
new-track-11717-32746-pm.gpx,61,TrackPoint,2017-11-07 21:37:43,30.476372,-90.990519,-9.0,
new-track-11717-32746-pm.gpx,62,TrackPoint,2017-11-07 21:37:56,30.47626,-90.990518,-10.0,
new-track-11717-32746-pm.gpx,63,TrackPoint,2017-11-07 21:38:02,30.476185,-90.990566,-5.0,
new-track-11717-32746-pm.gpx,64,TrackPoint,2017-11-07 21:38:04,30.476152,-90.990604,-6.0,
new-track-11717-32746-pm.gpx,65,TrackPoint,2017-11-07 21:38:09,30.476096,-90.990616,-3.0,
new-track-11717-32746-pm.gpx,66,TrackPoint,2017-11-07 21:38:16,30.476029,-90.990594,-4.0,
new-track-11717-32746-pm.gpx,67,TrackPoint,2017-11-07 21:38:18,30.475997,-90.990612,-5.0,
new-track-11717-32746-pm.gpx,68,TrackPoint,2017-11-07 21:38:22,30.475953,-90.990655,-3.0,
new-track-11717-32746-pm.gpx,69,TrackPoint,2017-11-07 21:38:31,30.475836,-90.990683,-3.0,
new-track-11717-32746-pm.gpx,70,TrackPoint,2017-11-07 21:38:34,30.475787,-90.990685,-6.0,
new-track-11717-32746-pm.gpx,71,TrackPoint,2017-11-07 21:38:39,30.475748,-90.990671,-6.0,
new-track-11717-32746-pm.gpx,72,TrackPoint,2017-11-07 21:38:52,30.475743,-90.990616,-10.0,
new-track-11717-32746-pm.gpx,73,TrackPoint,2017-11-07 21:38:59,30.475691,-90.990566,-7.0,
new-track-11717-32746-pm.gpx,74,TrackPoint,2017-11-07 21:39:04,30.475643,-90.990562,-2.0,
new-track-11717-32746-pm.gpx,75,TrackPoint,2017-11-07 21:39:13,30.475602,-90.990432,-4.0,
new-track-11717-32746-pm.gpx,76,TrackPoint,2017-11-07 21:39:18,30.475591,-90.990343,-7.0,
new-track-11717-32746-pm.gpx,77,TrackPoint,2017-11-07 21:39:24,30.475557,-90.990304,-9.0,
new-track-11717-32746-pm.gpx,78,TrackPoint,2017-11-07 21:39:25,30.475551,-90.990293,-10.0,
new-track-11717-32746-pm.gpx,79,TrackPoint,2017-11-07 21:39:30,30.475524,-90.99026,-8.0,
new-track-11717-32746-pm.gpx,80,TrackPoint,2017-11-07 21:39:37,30.475457,-90.990252,-6.0,
